timestamp,ch4_pct_lel,temperature_c,error_code,rssi,snr
2026-08-28T20:15:12,ch4_pct_lel,temperature_c,error_code,rssi,snr
2026-08-28T20:26:13,0.00,30.70,0,1.256,0.51,0.0120,23.9,-121,1.25
2026-08-28T20:26:14,0.00,30.70,0,1.255,0.38,0.0120,23.9,-120,1.25
2026-08-28T20:26:15,0.00,30.70,0,1.256,0.44,0.0110,23.9,-119,2.75
2026-08-28T20:26:17,0.00,30.70,0,1.258,0.64,0.0110,23.9,-119,3.50
2026-08-28T20:26:18,0.00,30.70,0,1.255,0.38,0.0110,23.9,-120,2.50
2026-08-28T20:26:19,0.00,30.70,0,1.254,0.31,0.0110,23.9,-118,4.75
2026-08-28T20:26:20,0.00,30.70,0,1.258,0.64,0.0110,23.9,-118,4.75
2026-08-28T20:26:21,0.00,30.70,0,1.254,0.31,0.0110,23.9,-117,5.25
2026-08-28T20:26:22,0.00,30.70,0,1.254,0.31,0.0110,23.9,-117,5.25
2026-08-28T20:26:23,0.00,30.70,0,1.256,0.51,0.0120,23.9,-118,3.75
2026-08-28T20:26:24,0.00,30.70,0,1.254,0.31,0.0120,23.9,-118,4.50
2026-08-28T20:26:25,0.00,30.70,0,1.256,0.44,0.0120,23.9,-112,7.75
2026-08-28T20:26:26,0.00,30.80,0,1.255,0.38,0.0130,23.9,-113,7.25
2026-08-28T20:26:28,0.00,30.80,0,1.256,0.51,0.0120,23.9,-114,6.75
2026-08-28T20:26:29,0.00,30.80,0,1.255,0.38,0.0120,23.9,-115,6.75
2026-08-28T20:26:30,0.00,30.80,0,1.256,0.51,0.0120,23.9,-115,6.50
2026-08-28T20:26:31,0.00,30.80,0,1.252,0.18,0.0120,23.9,-114,6.75
2026-08-28T20:26:32,0.00,30.80,0,1.257,0.57,0.0110,23.9,-114,7.00
2026-08-28T20:26:33,0.00,30.80,0,1.254,0.31,0.0120,23.9,-114,6.50
2026-08-28T20:26:34,0.00,30.80,0,1.255,0.38,0.0110,23.9,-115,7.00
2026-08-28T20:26:35,0.00,30.80,0,1.256,0.51,0.0120,23.9,-115,6.50
2026-08-28T20:26:36,0.00,30.80,0,1.257,0.57,0.0110,23.9,-115,8.00
2026-08-28T20:26:37,0.00,30.80,0,1.256,0.44,0.0110,23.9,-111,8.00
2026-08-28T20:26:38,0.00,30.80,0,1.256,0.44,0.0120,23.9,-111,8.00
2026-08-28T20:26:40,0.00,30.80,0,1.260,0.76,0.0120,23.9,-112,7.50
2026-08-28T20:26:41,0.00,30.80,0,1.255,0.38,0.0120,23.9,-112,8.00
2026-08-28T20:26:42,0.00,30.80,0,1.255,0.38,0.0120,23.9,-117,5.25
2026-08-28T20:26:43,0.00,30.80,0,1.256,0.51,0.0120,23.9,-118,4.25
2026-08-28T20:26:44,0.00,30.80,0,1.256,0.51,0.0110,23.9,-110,8.25
2026-08-28T20:26:45,0.00,30.80,0,1.258,0.64,0.0120,23.9,-110,8.25
2026-08-28T20:26:46,0.00,30.80,0,1.256,0.44,0.0110,23.9,-110,8.50
2026-08-28T20:26:47,0.00,30.80,0,1.256,0.44,0.0110,23.9,-112,8.75
2026-08-28T20:26:48,0.00,30.80,0,1.257,0.57,0.0110,23.9,-111,8.00
2026-08-28T20:26:49,0.00,30.80,0,1.254,0.31,0.0110,23.9,-112,7.75
2026-08-28T20:26:50,0.00,30.80,0,1.252,0.18,0.0110,23.9,-112,8.25
2026-08-28T20:26:52,0.00,30.90,0,1.254,0.31,0.0110,23.9,-112,8.00
2026-08-28T20:26:53,0.00,30.90,0,1.256,0.51,0.0110,23.9,-112,8.25
2026-08-28T20:26:54,0.00,30.90,0,1.257,0.57,0.0110,23.9,-112,8.25
2026-08-28T20:26:55,0.00,30.90,0,1.257,0.57,0.0120,23.9,-112,8.50
2026-08-28T20:26:56,0.00,30.90,0,1.253,0.25,0.0110,23.9,-112,8.25
2026-08-28T20:26:57,0.00,30.90,0,1.256,0.44,0.0120,23.9,-112,8.00
2026-08-28T20:26:58,0.00,30.90,0,1.255,0.38,0.0120,23.9,-112,8.00
2026-08-28T20:26:59,0.00,30.90,0,1.255,0.38,0.0120,23.9,-112,7.75
2026-08-28T20:27:00,0.00,30.90,0,1.255,0.38,0.0120,23.9,-112,8.50
2026-08-28T20:27:01,0.00,30.90,0,1.256,0.44,0.0120,23.9,-112,8.00
